,Rank,Release Year,Movie,Worldwide Box Office,Domestic Box Office,International Box Office
61,"9,381",2014,Leviafan,"$3,736,943","$1,092,800","$2,644,143"
62,"9,382",2004,Born Into Brothels: Calcutta's Red Light Kids,"$3,735,969","$3,430,117","$305,852"
63,"9,383",2011,Buddha,"$3,734,904",$0,"$3,734,904"
64,"9,384",1999,Liberty Heights,"$3,732,398","$3,732,398",$0
65,"9,385",2017,Una mujer fantÃ¡stica,"$3,730,476","$2,019,554","$1,710,922"
66,"9,386",1995,Born to be Wild,"$3,730,409","$3,730,409",$0
67,"9,387",2018,Bleach,"$3,729,856",$0,"$3,729,856"
68,"9,388",2004,Coffee and Cigarettes,"$3,729,806","$1,971,135","$1,758,671"
69,"9,389",2011,Like Crazy,"$3,728,400","$3,395,391","$333,009"
70,"9,390",2015,By the Sea,"$3,727,746","$538,460","$3,189,286"
71,"9,391",2016,Volki i ovtsy,"$3,722,545",$0,"$3,722,545"
72,"9,392",2011,Machine Gun Preacher,"$3,721,988","$538,690","$3,183,298"
73,"9,393",2000,The Big Kahuna,"$3,713,451","$3,150,107","$563,344"
74,"9,394",2006,BloodRayne,"$3,711,633","$2,405,420","$1,306,213"
75,"9,395",2019,Mon inconnue,"$3,708,819",$0,"$3,708,819"
76,"9,396",1982,Jekyll and Hyde... Together Again,"$3,707,583","$3,707,583",$0
77,"9,397",2003,The Secret Lives of Dentists,"$3,707,201","$3,707,201",$0
78,"9,398",2002,Thirteen Conversations About One Thing,"$3,705,923","$3,287,435","$418,488"
79,"9,399",2015,Spare Parts,"$3,701,281","$3,618,912","$82,369"
80,"9,400",2007,L'InvitÃ©,"$3,700,903",$0,"$3,700,903"
1,"9,401",2016,Thomas & Friends: The Great Race,"$3,700,794",$0,"$3,700,794"
2,"9,402",1984,The Brother from Another Planet,"$3,700,000","$3,700,000",$0
3,"9,403",1951,The Day the Earth Stood Still,"$3,700,000","$3,700,000",$0
4,"9,404",1946,Holiday in Mexico,"$3,700,000","$3,700,000",$0
5,"9,405",1948,A Date with Judy,"$3,700,000","$3,700,000",$0
6,"9,406",1966,The Singing Nun,"$3,700,000","$3,700,000",$0
7,"9,407",1996,The Portrait of a Lady,"$3,698,012","$3,698,012",$0
8,"9,408",2017,Phoenix Forgotten,"$3,697,729","$3,600,146","$97,583"
9,"9,409",2015,Brothers of the Wind,"$3,697,220",$0,"$3,697,220"
10,"9,410",2015,Nessuno si salva da solo,"$3,695,945",$0,"$3,695,945"
11,"9,411",1982,Honkytonk Man,"$3,695,409","$3,695,409",$0
12,"9,412",2012,Cockpit,"$3,692,388",$0,"$3,692,388"
13,"9,413",2016,Rokjesdag,"$3,690,853",$0,"$3,690,853"
14,"9,414",1989,Worth Winning,"$3,690,328","$3,690,328",$0
15,"9,415",2018,7 Nyeonui Bam,"$3,690,265",$0,"$3,690,265"
16,"9,416",1959,Pork Chop Hill,"$3,690,000","$3,690,000",$0
17,"9,417",2015,Feng men gui ying,"$3,690,000",$0,"$3,690,000"
18,"9,418",2016,Fitoor,"$3,688,094","$528,799","$3,159,295"
19,"9,419",1987,Three OâClock High,"$3,685,862","$3,685,862",$0
20,"9,420",2014,Yusuf Yusuf,"$3,685,671",$0,"$3,685,671"
1,"9,421",2007,The Cut,"$3,684,688",$0,"$3,684,688"
2,"9,422",2016,Yi Qie Dou Hao,"$3,680,000",$0,"$3,680,000"
3,"9,423",2018,Gosnell: The Trial of Americaâs Biggest Serial …,"$3,679,893","$3,679,893",$0
4,"9,424",2011,Faccio Un Salto All'Avana,"$3,677,715",$0,"$3,677,715"
5,"9,425",2007,Tsubaki SanjÃ»rÃ´,"$3,675,205",$0,"$3,675,205"
6,"9,426",2018,Destroyer,"$3,672,741","$1,533,324","$2,139,417"
7,"9,427",1994,Jimmy Hollywood,"$3,670,865","$3,670,865",$0
8,"9,428",2014,The Grand Seduction,"$3,669,858","$3,409,304","$260,554"
9,"9,429",2017,Tian Sheng Bu Dui,"$3,667,477",$0,"$3,667,477"
10,"9,430",2018,Made in Italy,"$3,665,987",$0,"$3,665,987"
11,"9,431",1983,The Keep,"$3,661,757","$3,661,757",$0
12,"9,432",1978,Days of Heaven,"$3,660,880","$3,446,749","$214,131"
13,"9,433",2017,The Blood Hound,"$3,660,871",$0,"$3,660,871"
14,"9,434",2016,Vanishing Time: A Boy Who Returned,"$3,655,624",$0,"$3,655,624"
15,"9,435",2018,Les dÃ©guns,"$3,652,697",$0,"$3,652,697"
16,"9,436",2008,The Storm Rider,"$3,651,400",$0,"$3,651,400"
17,"9,437",2011,Rokku: Wanko No Shima,"$3,646,866",$0,"$3,646,866"
18,"9,438",2015,A La Mala,"$3,646,627","$3,629,842","$16,785"
19,"9,439",2018,Owatta hito,"$3,646,535",$0,"$3,646,535"
20,"9,440",2016,Miss Saigon 25th Anniversary Performance,"$3,646,351",$0,"$3,646,351"
21,"9,441",2015,5 Flights Up,"$3,645,333","$1,020,921","$2,624,412"
22,"9,442",2010,VIPs,"$3,642,459",$0,"$3,642,459"
23,"9,443",2018,Skjelvet,"$3,642,078","$6,235","$3,635,843"
24,"9,444",2018,Rafadan Tayfa Dehliz Macerasi,"$3,639,308",$0,"$3,639,308"
25,"9,445",2011,Lo contrario al amor,"$3,639,100",$0,"$3,639,100"
26,"9,446",2016,Indignation,"$3,635,525","$3,401,155","$234,370"
27,"9,447",2017,Jeepers Creepers 3,"$3,634,435","$2,235,162","$1,399,273"
28,"9,448",2012,Mo Er Zhuang Yuan 2: Hai Yao Bao Cang,"$3,633,141",$0,"$3,633,141"
29,"9,449",2003,My Architect,"$3,623,958","$2,822,522","$801,436"
30,"9,450",2013,The Iceman,"$3,623,609","$1,930,282","$1,693,327"
31,"9,451",1995,White Man's Burden,"$3,622,433","$3,622,433",$0
32,"9,452",2017,El Bar,"$3,622,317",$0,"$3,622,317"
33,"9,453",2009,Lesbian Vampire Killers,"$3,620,902",$0,"$3,620,902"
34,"9,454",2015,Big Game,"$3,620,329","$24,752","$3,595,577"
35,"9,455",2016,Naam Hai Akira,"$3,618,971","$219,401","$3,399,570"
36,"9,456",2004,The Final Cut,"$3,618,825","$548,039","$3,070,786"
37,"9,457",2010,The Killer Inside Me,"$3,617,277","$217,277","$3,400,000"
38,"9,458",2016,Um Suburbano Sortudo,"$3,610,588",$0,"$3,610,588"
39,"9,459",2016,Tout schuss,"$3,609,698",$0,"$3,609,698"
40,"9,460",2009,Gidam,"$3,608,964",$0,"$3,608,964"
41,"9,461",2011,Crime d'amour ,"$3,608,661","$539,792","$3,068,869"
42,"9,462",1996,The Trigger Effect,"$3,608,238","$3,608,238",$0
43,"9,463",2002,24 Hour Party People,"$3,604,965","$1,169,030","$2,435,935"
44,"9,464",1991,My Heroes Have Always Been Cowboys,"$3,603,615","$3,603,615",$0
45,"9,465",2016,Pettersson und Findus 2 - Das schÃ¶nste Weihnach…,"$3,601,448",$0,"$3,601,448"
46,"9,466",1982,Wrong is Right,"$3,600,000","$3,600,000",$0
47,"9,467",1947,This Time for Keeps,"$3,600,000","$3,600,000",$0
48,"9,468",1945,Ziegfeld Follies,"$3,600,000","$3,600,000",$0
49,"9,469",1985,The Bride,"$3,600,000","$3,600,000",$0
50,"9,470",1946,Two Sisters from Boston,"$3,600,000","$3,600,000",$0
51,"9,471",1999,Genghis Blues,"$3,599,174","$3,599,174",$0
52,"9,472",2008,Bordertown,"$3,598,262",$0,"$3,598,262"
53,"9,473",2014,Finding Vivian Maier,"$3,596,550","$1,509,131","$2,087,419"
54,"9,474",1983,La traviata,"$3,594,000","$3,594,000",$0
55,"9,475",2017,Chimmuk,"$3,593,741",$0,"$3,593,741"
56,"9,476",2018,Tabineko ripoto,"$3,593,634",$0,"$3,593,634"
57,"9,477",1992,The Gun in Betty Lou's Handbag,"$3,591,460","$3,591,460",$0
58,"9,478",2017,Toivon Tuolla Puolen,"$3,590,490","$184,090","$3,406,400"
59,"9,479",2014,What If,"$3,590,207","$3,493,000","$97,207"
60,"9,480",2015,Bao zou shen tan,"$3,590,092",$0,"$3,590,092"
61,"9,481",2014,Yuan Ling Ren Ou,"$3,590,000",$0,"$3,590,000"
62,"9,482",1988,Dead Heat,"$3,588,626","$3,588,626",$0
63,"9,483",1997,Cats Don't Dance,"$3,588,602","$3,588,602",$0
64,"9,484",2018,Indivisible,"$3,588,305","$3,511,417","$76,888"
65,"9,485",2011,Fireflies in the Garden,"$3,587,191","$36,884","$3,550,307"
66,"9,486",2008,Ikigami,"$3,585,144",$0,"$3,585,144"
67,"9,487",2017,Raabta,"$3,582,830",$0,"$3,582,830"
68,"9,488",2010,The Secret of Kells,"$3,582,797","$690,290","$2,892,507"
69,"9,489",1999,Holy Smoke,"$3,580,723","$1,758,780","$1,821,943"
70,"9,490",2014,The Door of Happiness,"$3,580,000",$0,"$3,580,000"
71,"9,491",2008,Cruising Bar 2,"$3,579,013","$3,579,013",$0
72,"9,492",2018,Bao Bei Er,"$3,576,269",$0,"$3,576,269"
73,"9,493",2001,Sidewalks of New York,"$3,575,308","$2,402,459","$1,172,849"
74,"9,494",2007,The Jane Austen Book Club,"$3,575,227","$3,575,227",$0
75,"9,495",1989,Old Gringo,"$3,574,256","$3,574,256",$0
76,"9,496",2016,Guddo mÃ´ningu shÃ´,"$3,573,355",$0,"$3,573,355"
77,"9,497",2013,Frog Kingdom,"$3,573,180",$0,"$3,573,180"
78,"9,498",1986,American Anthem,"$3,571,624","$3,571,624",$0
79,"9,499",2003,Pieces of April,"$3,571,253","$2,528,664","$1,042,589"
80,"9,500",2018,Le gendre de ma vie,"$3,570,142",$0,"$3,570,142"
1,"9,501",1988,The New Adventures of Pippi Longstocking,"$3,569,939","$3,569,939",$0
2,"9,502",2015,Io che amo solo te,"$3,569,880",$0,"$3,569,880"
3,"9,503",2018,Au bout des doigts,"$3,569,690",$0,"$3,569,690"
4,"9,504",2018,Hitsuji to hagane no mori,"$3,567,409",$0,"$3,567,409"
5,"9,505",2019,Peppa Pig: Festival of Fun,"$3,565,880",$0,"$3,565,880"
6,"9,506",2014,All You Need Is Love,"$3,565,259",$0,"$3,565,259"
7,"9,507",2015,Sevimli Tehlikeli,"$3,564,246",$0,"$3,564,246"
8,"9,508",1985,Turk 182!,"$3,563,635","$3,563,635",$0
9,"9,509",1989,Fat Man and Little Boy,"$3,560,942","$3,560,942",$0
10,"9,510",1993,Tom and Jerry: The Movie,"$3,560,469","$3,560,469",$0
11,"9,511",2018,Lâapparition,"$3,560,329","$28,293","$3,532,036"
12,"9,512",2016,The Neon Demon,"$3,559,803","$1,333,124","$2,226,679"
13,"9,513",2008,Gekijoban Kamen Raida Den'o and Kiba Kuraimakku…,"$3,558,763",$0,"$3,558,763"
14,"9,514",2015,"Un peu, beaucoup, aveuglÃ©ment!","$3,557,353",$0,"$3,557,353"
15,"9,515",2011,Nintama RantarÅ,"$3,555,453",$0,"$3,555,453"
16,"9,516",2005,Junebug,"$3,553,253","$2,678,010","$875,243"
17,"9,517",1998,Major League: Back to the Minors,"$3,551,208","$3,551,208",$0
18,"9,518",2018,Byeonsan,"$3,550,880",$0,"$3,550,880"
19,"9,519",1988,Madame Sousatzka,"$3,548,000","$3,548,000",$0
20,"9,520",2016,Kizumonogatari II: Nekketsu-hen,"$3,544,991",$0,"$3,544,991"
1,"9,521",2010,Un altro mondo,"$3,544,674",$0,"$3,544,674"
2,"9,522",2016,Fan,"$3,542,803","$1,689,879","$1,852,924"
3,"9,523",2010,The Joneses,"$3,541,565","$1,475,746","$2,065,819"
4,"9,524",2007,"Testosteron (Poland, 2007)","$3,540,470",$0,"$3,540,470"
5,"9,525",2017,Kolonya Cumhuriyeti,"$3,540,420",$0,"$3,540,420"
6,"9,526",1995,New Jersey Drive,"$3,540,207","$3,540,207",$0
7,"9,527",2018,Jusqu'Ã  la garde,"$3,539,870","$83,882","$3,455,988"
8,"9,528",2015,Granny's Got Talent,"$3,535,083",$0,"$3,535,083"
9,"9,529",1982,The Challenge,"$3,534,852","$3,534,852",$0
10,"9,530",2007,Prey,"$3,533,999",$0,"$3,533,999"
11,"9,531",1997,The Pest,"$3,533,790","$3,533,790",$0
12,"9,532",2015,El desconocido,"$3,532,967",$0,"$3,532,967"
13,"9,533",1989,In Country,"$3,531,971","$3,531,971",$0
14,"9,534",2019,2019 Oscar Shorts,"$3,531,093","$3,531,093",$0
15,"9,535",1988,Things Change,"$3,527,886","$3,527,886",$0
16,"9,536",1997,Til There Was You,"$3,525,125","$3,525,125",$0
17,"9,537",2018,Nomitori samurai,"$3,524,012",$0,"$3,524,012"
18,"9,538",1995,Bad Company,"$3,523,909","$3,523,909",$0
19,"9,539",1997,Free Willy 3: The Rescue,"$3,519,178","$3,519,178",$0
20,"9,540",1967,Per un pugno di dollari,"$3,516,248","$3,500,000","$16,248"
21,"9,541",2018,2018 Oscar Shorts,"$3,511,122","$3,508,777","$2,345"
22,"9,542",2017,Kamen RaidÃ¢ Ã SupÃ¢ Sentai ChÃ´ SupÃ¢ HÃ®rÃ´ Taisen…,"$3,511,088",$0,"$3,511,088"
23,"9,543",2017,Jour J,"$3,510,496",$0,"$3,510,496"
24,"9,544",2019,Ek Ladki Ko Dekhah Toh Aisa Laga,"$3,510,432","$1,182,636","$2,327,796"
25,"9,545",1990,The Tall Guy,"$3,510,000","$510,000","$3,000,000"
26,"9,546",2016,Neruda,"$3,509,891","$939,099","$2,570,792"
27,"9,547",2015,Ladrones,"$3,504,414","$3,063,505","$440,909"
28,"9,548",2016,The Disappointments Room,"$3,503,761","$2,423,467","$1,080,294"
29,"9,549",2017,Le petit Spirou,"$3,501,986",$0,"$3,501,986"
30,"9,550",1943,Thousands Cheer,"$3,500,000","$3,500,000",$0
31,"9,551",1947,Fiesta,"$3,500,000","$3,500,000",$0
32,"9,552",1944,Bathing Beauty,"$3,500,000","$3,500,000",$0
33,"9,553",1954,Deep in My Heart,"$3,500,000","$3,500,000",$0
34,"9,554",1944,Two Girls and a Sailor,"$3,500,000","$3,500,000",$0
35,"9,555",1948,Words and Music,"$3,500,000","$3,500,000",$0
36,"9,556",1962,State Fair,"$3,500,000","$3,500,000",$0
37,"9,557",1954,Casanova's Big Night,"$3,500,000","$3,500,000",$0
38,"9,558",1979,The Glacier Fox,"$3,500,000","$3,500,000",$0
39,"9,559",1986,The Wraith,"$3,500,000","$3,500,000",$0
40,"9,560",2011,Mei Li Ren Sheng,"$3,495,121","$66,171","$3,428,950"
41,"9,561",2018,American Animals,"$3,493,217","$2,853,526","$639,691"
42,"9,562",2019,PremiÃ¨res vacances,"$3,492,817",$0,"$3,492,817"
43,"9,563",2015,The Three Pigs and the Lamp,"$3,492,035",$0,"$3,492,035"
44,"9,564",2015,Kara Bela,"$3,490,241",$0,"$3,490,241"
45,"9,565",2007,El Greco,"$3,489,694",$0,"$3,489,694"
46,"9,566",2019,Ru Ying Sui Xin,"$3,487,665",$0,"$3,487,665"
47,"9,567",2015,Thomas & Friends: Sodor's Legend of the Lost Tr…,"$3,487,449",$0,"$3,487,449"
48,"9,568",1995,Jeffrey,"$3,487,000","$3,487,000",$0
49,"9,569",2014,Veronica Mars,"$3,485,383","$3,322,127","$163,256"
50,"9,570",2018,Doris,"$3,485,105",$0,"$3,485,105"
51,"9,571",1980,Heaven's Gate,"$3,484,523","$3,484,331",$192
52,"9,572",2012,Bully,"$3,483,795","$3,483,795",$0
53,"9,573",2004,Camping Sauvage,"$3,479,302","$3,479,302",$0
54,"9,574",2013,Viva La Liberta,"$3,478,130","$49,071","$3,429,059"
55,"9,575",1994,Cabin Boy,"$3,469,493","$3,469,493",$0
56,"9,576",1988,Talk Radio,"$3,468,572","$3,468,572",$0
57,"9,577",1998,Next Stop Wonderland,"$3,465,703","$3,395,581","$70,122"
58,"9,578",1991,Shout,"$3,463,620","$3,463,620",$0
59,"9,579",2011,Bheja Fry 2,"$3,463,589","$22,266","$3,441,323"
60,"9,580",2018,Ola de CrÃ­menes,"$3,463,410",$0,"$3,463,410"
61,"9,581",2017,Smetto Quando Voglio - Masterclass,"$3,462,915",$0,"$3,462,915"
62,"9,582",2013,Krrish 3,"$3,458,388","$2,123,333","$1,335,055"
63,"9,583",2017,Eiga Purikyua DorÄ«mu SutÄzu!,"$3,457,773",$0,"$3,457,773"
64,"9,584",2003,Shattered Glass,"$3,456,602","$2,207,975","$1,248,627"
65,"9,585",2011,The Trip,"$3,455,221","$2,030,962","$1,424,259"
66,"9,586",1987,Jean de Florette,"$3,452,836","$3,452,836",$0
67,"9,587",2018,Vykradena pryntsesa: Ruslan i Ludmila,"$3,452,162",$0,"$3,452,162"
68,"9,588",2011,B Jia Zhen Tan,"$3,451,602",$0,"$3,451,602"
69,"9,589",1949,Neptune's Daughter,"$3,450,000","$3,450,000",$0
70,"9,590",2016,Les tÃªtes de l'emploi,"$3,444,421",$0,"$3,444,421"
71,"9,591",2008,Rock On,"$3,443,103",$0,"$3,443,103"
72,"9,592",1996,Moll Flanders,"$3,443,047","$3,443,047",$0
73,"9,593",2014,Beneath Hill 60,"$3,440,939",$0,"$3,440,939"
74,"9,594",2002,Full Frontal,"$3,438,804","$2,512,846","$925,958"
75,"9,595",2007,The Ultimate Gift,"$3,438,735","$3,438,735",$0
76,"9,596",2008,Irina Palm,"$3,437,024","$44,064","$3,392,960"
77,"9,597",2008,Bathory,"$3,436,763",$0,"$3,436,763"
78,"9,598",2000,Price of Glory,"$3,434,515","$3,434,515",$0
79,"9,599",2017,Boule et Bill 2,"$3,433,585",$0,"$3,433,585"
80,"9,600",2014,"Pancho, el perro millonario","$3,431,073",$0,"$3,431,073"
1,"9,601",2017,Istanbul Kirmizisi,"$3,430,854",$0,"$3,430,854"
2,"9,602",2019,Trezviy voditel,"$3,429,447",$0,"$3,429,447"
3,"9,603",2000,Malena,"$3,429,045","$3,429,045",$0
4,"9,604",1994,Gunmen,"$3,426,347","$3,426,347",$0
5,"9,605",2017,Til Death Do Us Part,"$3,424,454","$3,424,454",$0
6,"9,606",2018,On Chesil Beach,"$3,420,339","$745,972","$2,674,367"
7,"9,607",1990,A Shock to the System,"$3,417,056","$3,417,056",$0
8,"9,608",2017,Hanni & Nanni: Mehr als beste Freunde,"$3,415,880",$0,"$3,415,880"
9,"9,609",2018,The Rider,"$3,414,703","$2,418,679","$996,024"
10,"9,610",2016,Jinsei no yakusoku,"$3,409,317",$0,"$3,409,317"
11,"9,611",1994,A Simple Twist of Fate,"$3,404,935","$3,404,935",$0
12,"9,612",2018,Chernovik,"$3,403,021",$0,"$3,403,021"
13,"9,613",1986,Born American,"$3,401,376","$3,401,376",$0
14,"9,614",1949,In the Good Old Summertime,"$3,400,000","$3,400,000",$0
15,"9,615",1937,Maytime,"$3,400,000","$3,400,000",$0
16,"9,616",2019,Naui Teukbyeolhan Hyungje,"$3,400,000",$0,"$3,400,000"
17,"9,617",1990,The Lemon Sisters,"$3,399,773","$3,399,773",$0
18,"9,618",1997,The MatchMaker,"$3,398,083","$3,398,083",$0
19,"9,619",2007,Lezioni di Cioccolato,"$3,397,829",$0,"$3,397,829"
20,"9,620",2003,The Company,"$3,396,508","$2,281,585","$1,114,923"
1,"9,621",1986,Head Office,"$3,393,807","$3,393,807",$0
2,"9,622",1996,Angels and Insects,"$3,390,811","$3,390,811",$0
3,"9,623",2018,Sgt. Stubby: An American Hero,"$3,390,594","$3,054,285","$336,309"
4,"9,624",2018,Gom Taeng I,"$3,388,675",$0,"$3,388,675"
5,"9,625",2015,Rock the Kasbah,"$3,386,153","$3,020,665","$365,488"
6,"9,626",2015,Bruder vor Luder,"$3,378,311",$0,"$3,378,311"
7,"9,627",2009,Is Anybody There?,"$3,377,778","$2,026,756","$1,351,022"
8,"9,628",2016,Dear Zindagi,"$3,376,375","$2,376,479","$999,896"
9,"9,629",2017,Jia Nian Hua,"$3,375,245",$0,"$3,375,245"
10,"9,630",2016,The Ugly Duckling,"$3,375,129",$0,"$3,375,129"
11,"9,631",2008,Sagan,"$3,375,087",$0,"$3,375,087"
12,"9,632",1983,Curse of the Pink Panther,"$3,374,312","$3,374,312",$0
13,"9,633",1987,Near Dark,"$3,369,307","$3,369,307",$0
14,"9,634",2002,Rivers and Tides,"$3,368,550","$2,200,276","$1,168,274"
15,"9,635",2013,Nautanki Saala!,"$3,367,990",$0,"$3,367,990"
16,"9,636",1985,Starchaser: The Legend of Orin,"$3,360,800","$3,360,800",$0
17,"9,637",1999,The School of Flesh,"$3,359,031","$3,359,031",$0
18,"9,638",1996,Crash,"$3,357,324","$3,357,324",$0
19,"9,639",2005,Paradise Now,"$3,357,075","$1,452,402","$1,904,673"
20,"9,640",2004,Head in the Clouds,"$3,356,253","$398,179","$2,958,074"
21,"9,641",2016,Shuriken Sentai Ninninja tai Ressha Sentai Tokk…,"$3,355,599",$0,"$3,355,599"
22,"9,642",2006,Unknown,"$3,355,048","$26,403","$3,328,645"
23,"9,643",2015,Belles familles,"$3,353,776",$0,"$3,353,776"
24,"9,644",2014,Mortadelo y FilemÃ³n contra Jimmy el Cachondo,"$3,350,943",$0,"$3,350,943"
25,"9,645",2015,Odnoy levoy,"$3,350,205",$0,"$3,350,205"
26,"9,646",2001,Together,"$3,349,928","$1,034,829","$2,315,099"
27,"9,647",2009,My One and Only,"$3,348,954","$2,556,558","$792,396"
28,"9,648",2004,The Work and the Glory,"$3,347,647","$3,347,647",$0
29,"9,649",2014,Words and Pictures,"$3,345,795","$2,171,257","$1,174,538"
30,"9,650",2013,Oldboy,"$3,343,567","$2,193,658","$1,149,909"
31,"9,651",2012,Atlas Shrugged: Part II,"$3,336,053","$3,336,053",$0
32,"9,652",2002,Russkiy kovcheg,"$3,335,500","$3,092,976","$242,524"
33,"9,653",2002,The Last Kiss,"$3,335,177","$1,048,950","$2,286,227"
34,"9,654",2017,La Llamada,"$3,334,804",$0,"$3,334,804"
35,"9,655",1985,Fraternity Vacation,"$3,333,306","$3,333,306",$0
36,"9,656",2015,Black Sea,"$3,332,071","$1,171,559","$2,160,512"
37,"9,657",1989,Camille Claudel,"$3,331,297","$3,331,297",$0
38,"9,658",2008,The Wackness,"$3,330,012","$2,077,046","$1,252,966"
39,"9,659",2016,Alibaba Solomons Seal,"$3,330,000",$0,"$3,330,000"
40,"9,660",1999,Fifty,"$3,328,240","$3,328,240",$0
41,"9,661",2008,U Me Aur Hum,"$3,328,191","$1,028,191","$2,300,000"
42,"9,662",2007,La Tourneuse de Pages,"$3,325,937","$208,691","$3,117,246"
43,"9,663",2007,Maskeli Besler,"$3,325,862",$0,"$3,325,862"
44,"9,664",1996,Carpool,"$3,325,651","$3,325,651",$0
45,"9,665",2007,Les deux mondes,"$3,325,436",$0,"$3,325,436"
46,"9,666",2016,Girls und Panzer The FILM,"$3,324,526",$0,"$3,324,526"
47,"9,667",2015,Heist,"$3,324,131","$50,136","$3,273,995"
48,"9,668",2014,Obvious Child,"$3,324,070","$3,122,616","$201,454"
49,"9,669",2017,Porady na zdrady,"$3,322,224",$0,"$3,322,224"
50,"9,670",2018,PÃ¢fekuto wÃ¢rudo,"$3,320,638",$0,"$3,320,638"
51,"9,671",2017,La deuxiÃ¨me Ã©toile,"$3,320,313",$0,"$3,320,313"
52,"9,672",2007,Eiga Yes! PreCure 5: Kagami no Kuni no Miracle …,"$3,319,368",$0,"$3,319,368"
53,"9,673",1994,Squanto: A Warrior's Tale,"$3,319,344","$3,319,344",$0
54,"9,674",1997,A Smile Like Yours,"$3,317,930","$3,317,930",$0
55,"9,675",2011,13,"$3,317,662",$0,"$3,317,662"
56,"9,676",1999,Elvis Gratton 2,"$3,316,272","$3,316,272",$0
57,"9,677",2014,"20,000 Days on Earth","$3,314,399","$279,558","$3,034,841"
58,"9,678",2018,Ti presento Sofia,"$3,311,729",$0,"$3,311,729"
59,"9,679",2016,Gye chun hal mang,"$3,311,026",$0,"$3,311,026"
60,"9,680",2012,Last Ounce of Courage,"$3,310,439","$3,310,439",$0
61,"9,681",2016,Warriorâs Gate,"$3,303,741",$0,"$3,303,741"
62,"9,682",2011,Omar Mâa Teur,"$3,303,155",$0,"$3,303,155"
63,"9,683",2018,Wondeopul Goseuteu,"$3,301,620",$0,"$3,301,620"
64,"9,684",1991,Mannequin: On the Move,"$3,300,609","$3,300,609",$0
65,"9,685",2009,Raaz 2: The Mystery Continues,"$3,300,000",$0,"$3,300,000"
66,"9,686",2016,Hui Ma Ting,"$3,300,000",$0,"$3,300,000"
67,"9,687",1993,Happily Ever After,"$3,299,382","$3,299,382",$0
68,"9,688",2006,Art School Confidential,"$3,297,137","$3,297,137",$0
69,"9,689",2001,Pootie Tang,"$3,293,258","$3,293,258",$0
70,"9,690",2004,Riding Giants,"$3,292,333","$2,276,368","$1,015,965"
71,"9,691",2017,Dust,"$3,288,150",$0,"$3,288,150"
72,"9,692",2017,Godzilla: Planet of the Monsters,"$3,285,291",$0,"$3,285,291"
73,"9,693",2005,Bluff Master,"$3,285,156","$718,956","$2,566,200"
74,"9,694",2012,The Reef 2: High Tide,"$3,283,366",$0,"$3,283,366"
75,"9,695",1989,A Dry White Season,"$3,282,890","$3,282,890",$0
76,"9,696",1983,Let's Spend the Night Together,"$3,282,561","$3,282,561",$0
77,"9,697",2007,Provoked: A True Story,"$3,282,269","$918,931","$2,363,338"
78,"9,698",2002,Sunshine State,"$3,281,898","$3,064,356","$217,542"
79,"9,699",2016,Colonia,"$3,281,855","$15,709","$3,266,146"
80,"9,700",1994,Blue Sky,"$3,281,813","$3,281,813",$0
1,"9,701",1981,Looker,"$3,281,232","$3,281,232",$0
2,"9,702",2019,Perdiendo el este,"$3,279,308",$0,"$3,279,308"
3,"9,703",1996,Original Gangstas,"$3,279,266","$3,279,266",$0
4,"9,704",2007,Ten Canoes,"$3,277,991","$277,991","$3,000,000"
5,"9,705",2018,Tamara Vol. 2,"$3,277,932",$0,"$3,277,932"
6,"9,706",1994,Romeo Is Bleeding,"$3,275,585","$3,275,585",$0
7,"9,707",1993,Only the Strong,"$3,273,588","$3,273,588",$0
8,"9,708",2018,FÃ¼nf Freunde und das Tal der Dinosaurier,"$3,273,025",$0,"$3,273,025"
9,"9,709",1958,Vertigo,"$3,271,996","$3,200,000","$71,996"
10,"9,710",2018,Kona fer Ã­ strÃ­Ã°,"$3,271,848","$762,300","$2,509,548"
11,"9,711",2012,Grupo 7,"$3,271,403",$0,"$3,271,403"
12,"9,712",2017,Natale da Chef,"$3,270,987",$0,"$3,270,987"
13,"9,713",2008,Pathology,"$3,270,974","$109,045","$3,161,929"
14,"9,714",1995,The Glass Shield,"$3,270,822","$3,270,822",$0
15,"9,715",2002,Tadpole,"$3,270,128","$2,891,288","$378,840"
16,"9,716",1994,Mi Vida Loca,"$3,269,420","$3,269,420",$0
17,"9,717",1993,Father Hood,"$3,268,203","$3,268,203",$0
18,"9,718",2017,Die HÃ¤schenschule: Jagd nach dem goldenen Ei,"$3,266,954",$0,"$3,266,954"
19,"9,719",2019,Xue Bao,"$3,266,590","$36,590","$3,230,000"
20,"9,720",2017,Lâinsulte,"$3,264,911","$1,000,038","$2,264,873"
1,"9,721",2018,"Donât Worry, He Wonât Get Far on Foot","$3,263,829","$1,441,705","$1,822,124"
2,"9,722",1998,Mrs. Dalloway,"$3,263,672","$3,263,672",$0
